cyclone,canal,fichier,lat_centre,lon_centre,sar_acquisition_time,sar_xy,sar_inter,sar_path
sh082023,IRWIN,s1a-ew-owi-cm-20230125t024334-20230125t024630-000003-05A0FA_ll_gd_GEO-IRWIN.nc,-20.2083206176758,43.0044555664063,"2023-01-25T02:43:34,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1a-ew-owi-cm-20230125t024334-20230125t024630-000003-05A0FA_aeqd.nc,s1a-ew-owi-cm-20230125t024334-20230125t024630-000003-05A0FA.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/EW/S1A_EW_GRDM_1S/2023/025/S1A_EW_GRDM_1SDV_20230125T024334_20230125T024630_046934_05A0FA_6031X6C6AX78DD/s1a-ew-owi-cm-20230125t024334-20230125t024630-000003-05A0FA.nc
sh082023,IRWIN,rcm1-sclnd-owi-cm-20230128t155750-20230128t155907-00003-______ll_gd_GEO-IRWIN.nc,-26.1903667449951,41.8207321166992,"2023-01-28T15:57:50,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sclnd-owi-cm-20230128t155750-20230128t155907-00003-xxxxx_aeqd.nc,rcm1-sclnd-owi-cm-20230128t155750-20230128t155907-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sclnd/rcm-1_sclnd/2023/028/RCM1_OK2429418_PK2431330_1_SCLND_20230128_155750_VV_VH_GRD/rcm1-sclnd-owi-cm-20230128t155750-20230128t155907-00003-xxxxx.nc
al182023,IRWIN,rcm2-sclnd-owi-cm-20230930t085403-20230930t085521-00003-______ll_gd_GEO-IRWIN.nc,20.5490818023682,310.777679443359,"2023-09-30T08:54:03,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sclnd-owi-cm-20230930t085403-20230930t085521-00003-xxxxx_aeqd.nc,rcm2-sclnd-owi-cm-20230930t085403-20230930t085521-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sclnd/rcm-2_sclnd/2023/273/RCM2_OK2767187_PK2768816_1_SCLND_20230930_085404_VV_VH_GRD/rcm2-sclnd-owi-cm-20230930t085403-20230930t085521-00003-xxxxx.nc
al182023,IRWIN,rcm1-sclnd-owi-cm-20230930t214011-20230930t214127-00003-______ll_gd_GEO-IRWIN.nc,22.3984680175781,308.659912109375,"2023-09-30T21:40:11,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sclnd-owi-cm-20230930t214011-20230930t214127-00003-xxxxx_aeqd.nc,rcm1-sclnd-owi-cm-20230930t214011-20230930t214127-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sclnd/rcm-1_sclnd/2023/273/RCM1_OK2767220_PK2769320_1_SCLND_20230930_214014_VV_VH_GRD/rcm1-sclnd-owi-cm-20230930t214011-20230930t214127-00003-xxxxx.nc
al192019,IRWIN,s1b-iw-owi-cm-20191101t080344-20191101t080524-000003-0234E0_ll_gd_GEO-IRWIN.nc,40.5980033874512,329.84228515625,"2019-11-01T08:03:44,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1b-iw-owi-cm-20191101t080344-20191101t080524-000003-0234E0_aeqd.nc,s1b-iw-owi-cm-20191101t080344-20191101t080524-000003-0234E0.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1b/L2M/IW/S1B_IW_GRDH_1S/2019/305/S1B_IW_GRDH_1SDV_20191101T080344_20191101T080524_018731_0234E0_1741X534BX9C5DXD5E7/s1b-iw-owi-cm-20191101t080344-20191101t080524-000003-0234E0.nc
io012024,IRWIN,rcm3-sclnd-owi-cm-20240525t121702-20240525t121819-00003-______ll_gd_GEO-IRWIN.nc,18.187967300415,89.2287292480469,"2024-05-25T12:17:02,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sclnd-owi-cm-20240525t121702-20240525t121819-00003-xxxxx_aeqd.nc,rcm3-sclnd-owi-cm-20240525t121702-20240525t121819-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sclnd/rcm-3_sclnd/2024/146/RCM3_OK3081282_PK3082764_1_SCLND_20240525_121703_VV_VH_GRD/rcm3-sclnd-owi-cm-20240525t121702-20240525t121819-00003-xxxxx.nc
wp282021,IRWIN,rcm1-sc50mb-owi-cm-20211216t213236-20211216t214156-00003-______ll_gd_GEO-IRWIN.nc,10.1351718902588,122.097152709961,"2021-12-16T21:32:36,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sc50mb-owi-cm-20211216t213236-20211216t214156-00003-xxxxx_aeqd.nc,rcm1-sc50mb-owi-cm-20211216t213236-20211216t214156-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50mb/rcm-1_sc50mb/2021/350/RCM1_OK2381598_PK2381745_7_SC50MB_20211216_213249_HH_HV_GRD/rcm1-sc50mb-owi-cm-20211216t213236-20211216t214156-00003-xxxxx.nc
wp282021,IRWIN,s1b-ew-owi-cm-20211216t093851-20211216t094205-000003-03967A_ll_gd_GEO-IRWIN.nc,10.0710611343384,125.406600952148,"2021-12-16T09:38:51,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1b-ew-owi-cm-20211216t093851-20211216t094205-000003-03967A_aeqd.nc,s1b-ew-owi-cm-20211216t093851-20211216t094205-000003-03967A.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1b/L2M/EW/S1B_EW_GRDM_1S/2021/350/S1B_EW_GRDM_1SDV_20211216T093851_20211216T094205_030049_03967A_3F08XBCA5XDA94/s1b-ew-owi-cm-20211216t093851-20211216t094205-000003-03967A.nc
wp282021,IRWIN,s1a-iw-owi-cm-20211219t105526-20211219t105735-000003-04E146_ll_gd_GEO-IRWIN.nc,14.1753482818604,110.879592895508,"2021-12-19T10:55:26,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1a-iw-owi-cm-20211219t105526-20211219t105735-000003-04E146_aeqd.nc,s1a-iw-owi-cm-20211219t105526-20211219t105735-000003-04E146.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2021/353/S1A_IW_GRDH_1SDV_20211219T105526_20211219T105735_041077_04E146_1B7BX6937X9B30XBCBAXEF62/s1a-iw-owi-cm-20211219t105526-20211219t105735-000003-04E146.nc
wp242019,IRWIN,s1a-ew-owi-cm-20191107t193942-20191107t194146-000003-036628_ll_gd_GEO-IRWIN.nc,25.5352210998535,152.930847167969,"2019-11-07T19:39:42,000",,s1a-ew-owi-cm-20191107t193942-20191107t194207-000003-036628.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/EW/S1A_EW_GRDM_1S/2019/311/S1A_EW_GRDM_1SDV_20191107T193942_20191107T194207_029809_036628_0BD5XA8AEXCA9E/s1a-ew-owi-cm-20191107t193942-20191107t194207-000003-036628.nc
wp242019,IRWIN,s1a-ew-owi-cm-20191105t195730-20191105t195916-000003-03651B_ll_gd_GEO-IRWIN.nc,20.3041496276856,150.598266601563,"2019-11-05T19:57:30,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1a-ew-owi-cm-20191105t195730-20191105t195916-000003-03651B_aeqd.nc,s1a-ew-owi-cm-20191105t195730-20191105t195916-000003-03651B.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/EW/S1A_EW_GRDM_1S/2019/309/S1A_EW_GRDM_1SDV_20191105T195730_20191105T195916_029780_03651B_4A35XA6F0/s1a-ew-owi-cm-20191105t195730-20191105t195916-000003-03651B.nc
wp242019,IRWIN,s1b-ew-owi-cm-20191106t194803-20191106t195007-000003-02377F_ll_gd_GEO-IRWIN.nc,22.1900272369385,150.996047973633,"2019-11-06T19:48:03,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1b-ew-owi-cm-20191106t194803-20191106t195007-000003-02377F_aeqd.nc,s1b-ew-owi-cm-20191106t194803-20191106t195007-000003-02377F.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1b/L2M/EW/S1B_EW_GRDM_1S/2019/310/S1B_EW_GRDM_1SDV_20191106T194803_20191106T195007_018811_02377F_3ACAXD39E/s1b-ew-owi-cm-20191106t194803-20191106t195007-000003-02377F.nc
wp242019,IRWIN,rs2-scwa-owi-cm-20191105t070922-20191105t071253-00003-______ll_gd_GEO-IRWIN.nc,19.5454998016357,151.284759521484,"2019-11-05T07:09:22,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rs2-scwa-owi-cm-20191105t070922-20191105t071253-00003-xxxxx_aeqd.nc,rs2-scwa-owi-cm-20191105t070922-20191105t071253-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/RS2/L2M/SCWA/RS2_SCWA/2019/309/RS2_OK888888_PK888888X888X888_DK888888X888X888_SCWA_20191105_070922_071137_VV_VH_SGF/rs2-scwa-owi-cm-20191105t070922-20191105t071253-00003-xxxxx.nc
ep072023,IRWIN,rcm2-sc50ma-owi-cm-20230815t020501-20230815t020616-00003-______ll_gd_GEO-IRWIN.nc,16.2053070068359,240.589782714844,"2023-08-15T02:05:01,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50ma-owi-cm-20230815t020501-20230815t020616-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20230815t020501-20230815t020616-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2023/227/RCM2_OK2690160_PK2693265_1_SC50MA_20230815_020503_HH_HV_GRD/rcm2-sc50ma-owi-cm-20230815t020501-20230815t020616-00003-xxxxx.nc
ep072023,IRWIN,rcm1-sclnd-owi-cm-20230817t025319-20230817t025435-00003-______ll_gd_GEO-IRWIN.nc,16.5787258148193,231.20378112793,"2023-08-17T02:53:19,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sclnd-owi-cm-20230817t025319-20230817t025435-00003-xxxxx_aeqd.nc,rcm1-sclnd-owi-cm-20230817t025319-20230817t025435-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sclnd/rcm-1_sclnd/2023/229/RCM1_OK2692737_PK2696103_1_SCLND_20230817_025321_VV_VH_GRD/rcm1-sclnd-owi-cm-20230817t025319-20230817t025435-00003-xxxxx.nc
ep072023,IRWIN,rcm2-sc50mb-owi-cm-20230815t140018-20230815t140119-00003-______ll_gd_GEO-IRWIN.nc,16.8047027587891,238.785751342773,"2023-08-15T14:00:18,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50mb-owi-cm-20230815t140018-20230815t140119-00003-xxxxx_aeqd.nc,rcm2-sc50mb-owi-cm-20230815t140018-20230815t140119-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50mb/rcm-2_sc50mb/2023/227/RCM2_OK2691743_PK2694114_1_SC50MB_20230815_140018_HH_HV_GRD/rcm2-sc50mb-owi-cm-20230815t140018-20230815t140119-00003-xxxxx.nc
ep072023,IRWIN,rcm2-sc50ma-owi-cm-20230814t135230-20230814t135347-00003-______ll_gd_GEO-IRWIN.nc,15.5983657836914,242.008880615234,"2023-08-14T13:52:30,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50ma-owi-cm-20230814t135230-20230814t135347-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20230814t135230-20230814t135347-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2023/226/RCM2_OK2690144_PK2692607_1_SC50MA_20230814_135230_HH_HV_GRD/rcm2-sc50ma-owi-cm-20230814t135230-20230814t135347-00003-xxxxx.nc
al112023,IRWIN,rcm3-sc50ma-owi-cm-20230831t212749-20230831t212907-00003-______ll_gd_GEO-IRWIN.nc,30.7180423736572,307.638488769531,"2023-08-31T21:27:49,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sc50ma-owi-cm-20230831t212749-20230831t212907-00003-xxxxx_aeqd.nc,rcm3-sc50ma-owi-cm-20230831t212749-20230831t212907-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sc50ma/rcm-3_sc50ma/2023/243/RCM3_OK2714631_PK2717944_1_SC50MA_20230831_212751_HH_HV_GRD/rcm3-sc50ma-owi-cm-20230831t212749-20230831t212907-00003-xxxxx.nc
al112023,IRWIN,rcm1-sc50ma-owi-cm-20230901t210543-20230901t210556-00003-______ll_gd_GEO-IRWIN.nc,37.9427642822266,310.557159423828,"2023-09-01T21:05:43,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sc50ma-owi-cm-20230901t210543-20230901t210556-00003-xxxxx_aeqd.nc,rcm1-sc50ma-owi-cm-20230901t210543-20230901t210556-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50ma/rcm-1_sc50ma/2023/244/RCM1_OK2429440_PK2719429_1_SC50MA_20230901_210543_HH_HV_GRD/rcm1-sc50ma-owi-cm-20230901t210543-20230901t210556-00003-xxxxx.nc
al112023,IRWIN,rcm3-sc50mc-owi-cm-20230901t213724-20230901t213841-00003-______ll_gd_GEO-IRWIN.nc,38.1592674255371,310.699127197266,"2023-09-01T21:37:24,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sc50mc-owi-cm-20230901t213724-20230901t213841-00003-xxxxx_aeqd.nc,rcm3-sc50mc-owi-cm-20230901t213724-20230901t213841-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sc50mc/rcm-3_sc50mc/2023/244/RCM3_OK2716227_PK2719487_1_SC50MC_20230901_213542_HH_HV_GRD/rcm3-sc50mc-owi-cm-20230901t213724-20230901t213841-00003-xxxxx.nc
ep032024,IRWIN,rcm1-sc50mc-owi-cm-20240801t013237-20240801t013354-00003-______ll_gd_GEO-IRWIN.nc,16.3659839630127,251.66015625,"2024-08-01T01:32:37,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sc50mc-owi-cm-20240801t013237-20240801t013354-00003-xxxxx_aeqd.nc,rcm1-sc50mc-owi-cm-20240801t013237-20240801t013354-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50mc/rcm-1_sc50mc/2024/214/RCM1_OK3185600_PK3187687_1_SC50MC_20240801_013026_HH_HV_GRD/rcm1-sc50mc-owi-cm-20240801t013237-20240801t013354-00003-xxxxx.nc
ep032024,IRWIN,rcm1-sc50ma-owi-cm-20240803t014918-20240803t015035-00003-______ll_gd_GEO-IRWIN.nc,18.6977100372315,242.818069458008,"2024-08-03T01:49:18,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sc50ma-owi-cm-20240803t014918-20240803t015035-00003-xxxxx_aeqd.nc,rcm1-sc50ma-owi-cm-20240803t014918-20240803t015035-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50ma/rcm-1_sc50ma/2024/216/RCM1_OK3188152_PK3191437_1_SC50MA_20240803_014853_HH_HV_GRD/rcm1-sc50ma-owi-cm-20240803t014918-20240803t015035-00003-xxxxx.nc
ep032024,IRWIN,rcm3-sc50mc-owi-cm-20240805t023823-20240805t023942-00003-______ll_gd_GEO-IRWIN.nc,19.9205837249756,234.495849609375,"2024-08-05T02:38:23,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sc50mc-owi-cm-20240805t023823-20240805t023942-00003-xxxxx_aeqd.nc,rcm3-sc50mc-owi-cm-20240805t023823-20240805t023942-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sc50mc/rcm-3_sc50mc/2024/218/RCM3_OK3189861_PK3194699_1_SC50MC_20240805_023825_HH_HV_GRD/rcm3-sc50mc-owi-cm-20240805t023823-20240805t023942-00003-xxxxx.nc
ep032024,IRWIN,rcm1-sc50mc-owi-cm-20240802t014048-20240802t014205-00003-______ll_gd_GEO-IRWIN.nc,17.7843284606934,247.646789550781,"2024-08-02T01:40:48,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sc50mc-owi-cm-20240802t014048-20240802t014205-00003-xxxxx_aeqd.nc,rcm1-sc50mc-owi-cm-20240802t014048-20240802t014205-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50mc/rcm-1_sc50mc/2024/215/RCM1_OK3186844_PK3189155_1_SC50MC_20240802_013814_HH_HV_GRD/rcm1-sc50mc-owi-cm-20240802t014048-20240802t014205-00003-xxxxx.nc
ep032024,IRWIN,rcm1-sc50ma-owi-cm-20240802t133412-20240802t133912-00003-______ll_gd_GEO-IRWIN.nc,18.2869987487793,245.477172851563,"2024-08-02T13:34:12,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sc50ma-owi-cm-20240802t133412-20240802t133912-00003-xxxxx_aeqd.nc,rcm1-sc50ma-owi-cm-20240802t133412-20240802t133912-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50ma/rcm-1_sc50ma/2024/215/RCM1_OK3188145_PK3194215_1_SC50MA_20240802_133426_HH_HV_GRD/rcm1-sc50ma-owi-cm-20240802t133412-20240802t133912-00003-xxxxx.nc
ep032024,IRWIN,rcm1-sc50mc-owi-cm-20240803t134350-20240803t134508-00003-______ll_gd_GEO-IRWIN.nc,18.7972564697266,240.543899536133,"2024-08-03T13:43:50,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sc50mc-owi-cm-20240803t134350-20240803t134508-00003-xxxxx_aeqd.nc,rcm1-sc50mc-owi-cm-20240803t134350-20240803t134508-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50mc/rcm-1_sc50mc/2024/216/RCM1_OK3188560_PK3192271_1_SC50MC_20240803_134341_HH_HV_GRD/rcm1-sc50mc-owi-cm-20240803t134350-20240803t134508-00003-xxxxx.nc
al072022,IRWIN,rs2-scwa-owi-cm-20220920t104420-20220920t104536-00003-______ll_gd_GEO-IRWIN.nc,21.1400604248047,289.088256835938,"2022-09-20T10:44:20,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rs2-scwa-owi-cm-20220920t104420-20220920t104536-00003-xxxxx_aeqd.nc,rs2-scwa-owi-cm-20220920t104420-20220920t104536-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/RS2/L2M/SCWA/RS2_SCWA/2022/263/RS2_OK141303_PK1242232_DK1208142_SCWA_20220920_104420_104420_VV_VH_SGF/rs2-scwa-owi-cm-20220920t104420-20220920t104536-00003-xxxxx.nc
al072022,IRWIN,rcm1-sc50ma-owi-cm-20220923t214557-20220923t214656-00003-______ll_gd_GEO-IRWIN.nc,39.2570114135742,298.920501708984,"2022-09-23T21:45:57,000",,rcm1-sc50ma-owi-cm-20220923t214715-20220923t214814-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50ma/rcm-1_sc50ma/2022/266/RCM1_OK2000496_PK2269812_1_SC50MA_20220923_214717_VV_VH_GRD/rcm1-sc50ma-owi-cm-20220923t214715-20220923t214814-00003-xxxxx.nc
al072022,IRWIN,s1a-iw-owi-cm-20220924t101500-20220924t101604-000003-05653E_ll_gd_GEO-IRWIN.nc,45.5317840576172,298.800323486328,"2022-09-24T10:15:00,000",,s1a-iw-owi-cm-20220924t101410-20220924t101604-000003-05653E.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2022/267/S1A_IW_GRDH_1SDH_20220924T101410_20220924T101604_045145_05653E_2435X6770X9A47X9DF4XCDAC/s1a-iw-owi-cm-20220924t101410-20220924t101604-000003-05653E.nc
al072022,IRWIN,rcm2-sc50mb-owi-cm-20220922t223853-20220922t224117-00003-______ll_gd_GEO-IRWIN.nc,30.1397552490234,290.402435302734,"2022-09-22T22:38:53,000",,rcm2-sc50mb-owi-cm-20220922t223853-20220922t224117-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50mb/rcm-2_sc50mb/2022/265/RCM2_OK2378142_PK2381306_1_SC50MB_20220922_223908_HH_HV_GRD/rcm2-sc50mb-owi-cm-20220922t223853-20220922t224117-00003-xxxxx.nc
